"module_num","phenotype_name","protected_criteria","protected_markers","transition_criteria","transition_markers","debt_criteria","debt_markers"
"10","Other Specified Feeding or Eating Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Progression toward full phenotype criteria; significant medical risk despite subthreshold symptom count"
"10","Unspecified Feeding or Eating Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Unspecified presentation requiring further evaluation for classification"
"10","Purging Disorder Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","K+ <3.5; metabolic alkalosis; parotid enlargement; dental erosion; recurrent purging >=1x/week for 3 months"
"11","Enuresis Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">4 wet nights/week; daily daytime wetting; post-void residual >20 mL; bladder capacity <70%; osmolality <600; detrusor hyperreactivity on urodynamics"
"11","Encopresis Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe fecal loading (Barr >15); dilated rectum; absent rectal sensation; dyssynergic defecation; >4 soiling events/month; overflow incontinence daily"
"11","Other Specified Elimination Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Distress/impairment present; approaching full phenotype criteria; requires monitoring"
"11","Unspecified Elimination Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Insufficient data for classification; organic pathology exclusion pending"
"12","Sleep-Onset Maintenance Inertia Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","HR >80 bpm bedtime; elevated nocturnal norepinephrine; lack of HRV circadian modulation; sleep latency >30 min; >3 awakenings; daytime impairment"
"12","Excessive Sleep Drive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","MSLT <8 min; spontaneous pupillary miosis; objective sleep efficiency <85% despite prolonged time in bed; sleep need >10 h; sleep inertia >30 min daily; involuntary naps"
"12","Orexinergic Collapse Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","CSF hypocretin <=110 pg/mL; >=2 SOREMPs; HLA-DQB1*06:02 positive; daily cataplexy; multiple SOREMPs; fragmented sleep; MSLT <5 min"
"12","Pharyngeal Collapse Apnea Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","SpO2 <90% for >10% of sleep; nocturnal BP non-dipper pattern; elevated morning catecholamines; AHI >=15 or >=5 with symptoms; ODI >=15"
"12","Ventilatory Control Instability Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","CAI >=15/hr; Cheyne-Stokes with heart failure; or opioid-related with ataxic breathing; LVEF <45%; PaCO2 <35 or >45; OSA-central overlap"
"12","Hypoventilatory CO2 Retention Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Awake PaCO2 >=50; sustained nocturnal SpO2 <85%; cor pulmonale signs; PHOX2B mutation; FVC <50% predicted; right heart strain on echo"
"12","Circadian Phase Misalignment Phenotypes","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","DLMO >2 hr misaligned; actigraphy shows consistent free-run or fragmentation; CBT nadir during desired waking hours; chronic insomnia/sleepiness; occupational/social failure"
"12","NREM Dissociative Arousal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Frequent episodes (>1/week); injury risk; forensic involvement (driving, sexual behavior); documented from N3 on PSG; comorbid sleep apnea or RLS as triggers"
"12","Threat-Rehearsal REM Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">=1 nightmare/week; severe awakening distress; sleep avoidance; daytime impairment; reduced slow-wave sleep; REM fragmentation; elevated resting sympathetic tone"
"12","REM Atonia Failure Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Clinical RBD with injury; REM atonia loss >30% of REM; hyposmia; motor Parkinson signs (bradykinesia, rigidity, tremor); MCI; abnormal DaTscan"
"12","Sensorimotor Hyperarousal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","RLS >=3x/week; significant sleep-onset delay; ferritin <50 ng/mL; PLMS >15/hr; genetic risk variants; augmented on dopamine agonists"
"12","Chemically-Induced Sleep Disruption Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Chronic substance-induced sleep disruption persists >4 weeks after cessation; PSG abnormalities: reduced SWS, REM suppression, increased central apneas, PLMS >15/hr"
"12","Subthreshold Sleep-Onset Disruption Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Nonrestorative sleep >3 months or other persistent partial phenotype; objective sleep disruption disproportionate to subjective complaint"
"12","Unspecified Sleep-Onset Disruption Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Cannot be classified without further data; insomnia-rated distress present"
"12","Subthreshold Excessive Sleep Drive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Episodic (Kleine-Levin variant) with severe functional impairment; episodic hypometabolism on SPECT; prolonged episodes >1 week"
"12","Unspecified Excessive Sleep Drive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Insufficient data for classification; hypersomnia-related distress present"
"12","Subthreshold Circadian or Parasomnia Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Significant distress/impairment from unclassified sleep-wake disruption; requires individualized assessment"
"12","Unspecified Sleep-Wake Dysregulation","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Pending further evaluation for classification"
"13","Delayed Ejaculation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","IELT consistently absent or >20 min; absent nocturnal emissions; prolactin >20 ng/mL; delay on >75% of encounters; significant distress"
"13","Erectile Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","NPT rigidity <50%; PSV <30 cm/s; absent nocturnal erections; arterial calcification present; failure on >75% of occasions; 6+ months duration"
"13","Female Orgasmic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Threshold >3.5 microm; endurance <5 s; absent nocturnal orgasmic sensations; orgasmic on <25% or never; 6+ months"
"13","Female Sexual Interest/Arousal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Estradiol <30 pg/mL; free T <0.3 pg/mL; pH >5.0; interest <25% of opportunities; 6+ months"
"13","Genito-Pelvic Pain/Penetration Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Resting EMG >5 microV; VMI <20% superficial; 3+ positive swab sites; pain >75% of attempts; complete avoidance; 6+ months"
"13","Male Hypoactive Sexual Desire Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","T <300 ng/dL; prolactin >20 ng/mL; LH suppressed; absent spontaneous thoughts; no initiation for 6+ months"
"13","Premature Ejaculation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","IELT <60 s on >75% of encounters; 6+ months; dorsal nerve velocity >35 m/s; PEDT >11; absent control"
"13","Substance/Medication-Induced Sexual Dysfunction Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Moderate-severe dysfunction on >50% of occasions; Naranjo score >4; prolactin >25 ng/mL; positive discontinuation challenge"
"13","Other Specified Sexual Dysfunction Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Distressing symptoms present but below full threshold; domain-specific biomarker above normal but below phenotype cut-off"
"13","Unspecified Sexual Dysfunction Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Distressing symptoms without identified mechanism; biomarker workup incomplete or inconclusive"
"14","Gender Incongruence Phenotype — Childhood","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria including anatomic dysphoria for 6+ months; distress in social/school function; digit ratio sex-atypical; anogenital distance sex-atypical"
"14","Gender Incongruence Phenotype — Adolescent and Adult","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Marked incongruence with natal sex characteristics; significant distress; 6+ months duration; flattened cortisol slope; HRV <25 ms; BDNF <20 ng/mL"
"14","Other Specified Gender Incongruence Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Distressing mismatch below full threshold; partial BNSTc discordance inferred; premorbid HPA dysregulation"
"14","Unspecified Gender Incongruence Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Distressing incongruence without identified mechanism; biomarker workup incomplete or inconclusive"
"15","Oppositional Defiant Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">4 symptoms across >2 settings; HR <60 bpm; cortisol <10 nmol/L at waking; low skin conductance"
"15","Intermittent Explosive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Physical aggression with property damage; low 5-HIAA in CSF; elevated IL-6; structural OFC deficits"
"15","Conduct Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">5 symptoms with cruelty or weapon use; HR <60 bpm; absent fear-potentiated startle; flat cortisol slope"
"15","Antisocial Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with callous remorselessness; HR <65 bpm; absent startle; T:C ratio >0.05"
"15","Pyromania Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Multiple fire-setting episodes with pleasure; baseline HR <65 with >20 bpm increase during fire; dopamine reward signaling"
"15","Kleptomania Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Recurrent theft with tension-relief cycle; high commission errors; autonomic hyperreactivity pre-theft"
"15","Other Specified Disruptive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Multiple markers approaching categorical thresholds; subthreshold across multiple domains"
"15","Unspecified Disruptive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Insufficient data; unspecified phenotype carries no forensic weight until biomarked"
"16","Alcohol Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Elevated GGT, CDT; macrocytosis; hepatic steatosis/fibrosis; pancreatitis; peripheral neuropathy; severe withdrawal history; continued use despite physical/psychological harm"
"16","Alcohol Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","BAC >0.20%; vomiting; respiratory depression; stupor/coma; severe intoxication"
"16","Alcohol Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","CIWA-Ar >15; HR >100 bpm; sustained visible tremor; history of withdrawal seizures or delirium tremens"
"16","Caffeine Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">500 mg/day; withdrawal on cessation; functional impairment; daily use required; tolerance"
"16","Caffeine Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","HR >110; vomiting; severe agitation; 5+ symptoms"
"16","Caffeine Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","3+ symptoms with functional impairment; severe headache; vomiting; bed rest required"
"16","Cannabis Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Markedly reduced CB1 density on PET; chronic bronchitis; reduced lung function; tolerance and withdrawal present; severe functional impairment"
"16","Cannabis Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","HR >120; severe anxiety; perceptual disturbances; psychosis-like symptoms"
"16","Cannabis Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe functional impairment; significant sleep disruption; marked appetite/weight loss; depressed mood"
"16","Phencyclidine Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Chronic use; violence episodes; 6+ symptoms; persistent NMDA receptor blockade"
"16","Phencyclidine Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Vertical nystagmus; severe hypertension; combative behavior; violence; potential for self-injury"
"16","Other Hallucinogen Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Frequent use; hallucinogen persisting perception disorder risk; 6+ symptoms; severe functional impairment"
"16","Other Hallucinogen Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe perceptual disturbances; panic; dilated pupils >7 mm; severe anxiety; risk of self-injury"
"16","Hallucinogen Persisting Perception Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Continuous/frequent symptoms; symptom interference with daily function; severe distress"
"16","Inhalant Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","White matter pathology; neurological deficits; 6+ symptoms; severe functional impairment"
"16","Inhalant Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Stupor/coma; respiratory arrest risk; severe CNS depression"
"16","Opioid Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Reduced MOR availability in ventral striatum; tolerance and withdrawal present; severe functional impairment; continued use despite physical/psychological problems"
"16","Opioid Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","GCS reduced; respiratory depression <12 breaths/min; miosis <3 mm; responds only to naloxone"
"16","Opioid Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe withdrawal; COWS >12; pupils >5 mm; vomiting; diarrhea; severe dysphoria; autonomic instability"
"16","Sedative/Hypnotic/Anxiolytic Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Physical dependence; multiple prescribers; withdrawal history; 6+ symptoms; severe functional impairment"
"16","Sedative/Hypnotic/Anxiolytic Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Stupor/coma; respiratory depression; aspiration risk; severe intoxication"
"16","Sedative/Hypnotic/Anxiolytic Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Grand mal seizures; withdrawal delirium; BP >140/90; HR >100 bpm; severe autonomic hyperactivity"
"16","Stimulant Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Reduced DAT availability; severe cardiovascular strain; nasal septal perforation; dental erosion; psychosis; severe functional impairment"
"16","Stimulant Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe hypertension; hyperthermia; psychosis; seizures; cardiac arrhythmia; stroke risk; chest pain"
"16","Stimulant Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe dysphoria; suicidal ideation; hypersomnia >10 hr/24 hr; bradycardia <60 bpm"
"16","Tobacco Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Continued smoking despite serious physical/psychological problem; severe functional impairment; tolerance; withdrawal"
"16","Tobacco Withdrawal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe functional impairment; marked irritability and anxiety; significant weight gain; sleep disruption"
"16","Other/Unknown Substance Use Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Regular use; tolerance; withdrawal on cessation; 6+ symptoms; severe functional impairment"
"16","Other/Unknown Substance Intoxication Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Coma; seizure; vital instability; severe intoxication"
"16","Unspecified Substance-Related Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Symptoms present; insufficient information for classification; pending full assessment"
"17","Delirium","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe delirium with agitation/psychosis; CAM positive; EEG diffuse slowing; autonomic instability; urgent medical intervention required"
"17","Major NCD — Alzheimer's Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","0-1/3 words recalled; severe cognitive decline; dependent in all IADLs; progressive course; biomarker positive (amyloid/tau)"
"17","Major NCD — Frontotemporal Lobar Degeneration","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe behavioral disinhibition; apathy; loss of empathy; stereotypy; hyperorality; FBI score >=27; dependent for all ADLs"
"17","Major NCD — Lewy Body Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe fluctuating cognition; recurrent well-formed visual hallucinations; spontaneous parkinsonism; REM sleep behavior disorder; neuroleptic sensitivity"
"17","Major NCD — Vascular Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe cognitive decline with stepwise progression; gait <0.8 m/s; extensive white matter disease; fully dependent"
"17","Major NCD — Traumatic Brain Injury","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe cognitive deficits; persistent post-concussive symptoms; fully dependent; gait <0.8 m/s"
"17","Major NCD — Substance/Medication-Induced","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe dementia; amnestic-confabulatory syndrome; gait ataxia; nystagmus; fully dependent; irreversible structural brain injury"
"17","Major NCD — HIV Infection","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","CD4 <200; high CSF viral load; severe white matter disease; brain volume loss; slowed processing speed; dependent"
"17","Major NCD — Prion Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Rapid progression over weeks-months; myoclonus; ataxia; akinetic mutism; MRI cortical ribboning; positive 14-3-3; triphasic EEG; CSF tau markedly elevated"
"17","Major NCD — Parkinson's Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Cortical Lewy body pathology; severe cholinergic deficit; progression to dementia; hallucinations; dependence; up to 75% progression rate"
"17","Major NCD — Huntington's Disease","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe chorea; cognitive decline; psychiatric symptoms; fully dependent; CAG repeat length determines onset age"
"17","Major NCD — Another Medical Condition","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Major NCD; cognitive deficits track with medical deterioration; severe laboratory/imaging abnormalities; poor treatment response; progressive"
"17","Major NCD — Multiple Etiologies","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Confirmed multiple pathologies on imaging/biomarkers; fully dependent; rapid functional decline"
"17","Mild Neurocognitive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Modest objective impairment (MoCA 23-26); mild functional decline; preserved IADLs; progression risk"
"17","Other Specified Neurocognitive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Symptoms present but below diagnostic threshold; partial biomarker picture; requires monitoring for progression"
"17","Unspecified Neurocognitive Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Cognitive decline without identified etiology despite complete workup; requires referral to specialty dementia center"
"18","Paranoid Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with persistent hypervigilance; startle augmentation >1.5x; sustained pupillary dilation >3 mm; functional impairment"
"18","Schizoid Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Complete social isolation; RSA >0.35 ln(ms2) with no change during social interaction; pupillary response to happy faces <0.5 mm; SCR <0.1 microS to social reward"
"18","Schizotypal Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with psychotic-like symptoms; P50 ratio >0.7; elevated baseline cortisol; reduced PPI"
